loan_id,applicant_age,marriage,education,job_tenure_months,monthly_income_cny,company_age_years,industry_l1,scale,region,current_ratio,debt_ratio,roe,revenue_yoy,net_margin,loan_amount_wan,term_months,rate_pct,collateral_type,purpose,credit_score,past_overdue_count_1y,current_overdue_count,guarantee_times_1y,query_times_3m,bank_balance_stddev_3m,large_debit_count_1m,cross_province_count_1m,days_past_due
L003851,38,未婚,高中及以下,52,13720,,,,西南,,,,,,183.22,36,10.27,抵押,流动资金,717,2,1,3,7,0.32,1,5,3
L003852,32,已婚,高中及以下,39,34890,,,,华中,,,,,,84.65,6,6.24,信用,经营周转,765,0,0,1,5,0.18,1,2,0
L003853,62,未婚,本科,63,18050,,,,华中,,,,,,295.87,30,10.52,保证,消费,524,6,0,5,13,0.62,8,12,36
L003854,61,未婚,大专,0,36856,,,,华东,,,,,,128.96,18,7.48,保证,消费,726,0,0,1,6,0.16,3,1,0
L003855,63,已婚,高中及以下,40,5031,,,,东北,,,,,,272.00,18,12.50,保证,消费,575,4,0,2,13,0.63,7,12,77
L003856,30,未婚,大专,62,16338,,,,华北,,,,,,57.41,60,3.90,抵押,消费,741,0,0,0,5,0.08,1,1,0
L003857,33,未婚,本科,40,17668,,,,华南,,,,,,98.29,12,6.54,信用,装修,605,2,0,0,8,0.38,5,4,29
L003858,30,未婚,高中及以下,26,9824,12.0,制造业,小型,西北,0.50,1.43,-5.32,-48.74,-22.27,414.04,30,23.03,保证,流动资金,412,6,1,9,14,0.83,14,7,210
L003859,56,丧偶,本科,26,37127,,,,华东,,,,,,72.88,18,6.46,抵押,消费,884,0,0,0,5,0.20,0,2,0
L003860,29,已婚,大专,52,9464,,,,华北,,,,,,47.92,30,7.72,保证,流动资金,665,1,1,1,11,0.28,3,0,20
L003861,43,已婚,本科,0,73448,21.1,科学研究,小型,华东,3.19,0.44,21.01,6.04,12.69,894.42,36,6.03,抵押,原材料采购,865,0,0,0,0,0.17,2,0,5
L003862,65,离异,大专,102,75633,27.4,房地产,小型,华东,2.32,0.23,12.39,25.23,8.37,1360.16,36,4.59,抵押,设备购置,894,0,0,1,2,0.19,1,0,0
L003863,48,已婚,高中及以下,0,12629,,,,华北,,,,,,67.04,18,11.34,信用,装修,629,1,0,1,11,0.18,4,5,25
L003864,43,未婚,高中及以下,0,4359,,,,华中,,,,,,258.94,30,12.37,信用,装修,561,5,1,1,7,0.30,5,7,35
L003865,47,未婚,大专,0,8507,,,,华中,,,,,,209.27,36,7.07,信用,消费,683,0,0,0,11,0.40,1,5,20
L003866,34,已婚,高中及以下,0,17622,,,,西南,,,,,,212.55,18,17.07,保证,消费,507,6,0,5,6,0.40,6,7,23
L003867,23,离异,高中及以下,97,13405,,,,华南,,,,,,118.24,6,10.95,抵押,流动资金,700,2,0,0,5,0.37,6,5,0
L003868,40,未婚,高中及以下,67,17956,,,,华南,,,,,,144.36,12,7.46,信用,经营周转,762,0,0,1,0,0.13,0,0,0
L003869,45,已婚,本科,98,12870,15.8,租赁商服,中型,华南,0.40,1.36,-2.08,-50.11,-8.21,331.34,60,15.12,保证,原材料采购,448,4,1,4,21,1.04,16,14,105
L003870,33,未婚,本科,0,15465,25.6,信息技术,小型,华东,2.67,0.42,21.77,16.15,17.84,588.16,12,4.97,抵押,流动资金,718,0,0,1,4,0.13,0,2,0
L003871,46,已婚,高中及以下,26,15971,,,,西南,,,,,,134.39,3,13.17,信用,装修,553,6,0,2,17,0.41,10,11,80
L003872,59,离异,硕士,108,60285,7.7,房地产,小型,华东,1.88,0.31,22.58,11.88,17.19,1776.92,18,4.33,信用,设备购置,763,0,0,0,4,0.17,2,0,0
L003873,51,已婚,本科,58,49411,,,,西南,,,,,,177.58,36,6.40,信用,流动资金,873,0,0,0,0,0.17,0,2,0
L003874,48,未婚,本科,86,25322,,,,华东,,,,,,94.33,18,3.68,保证,消费,866,0,0,0,5,0.10,0,0,0
L003875,60,已婚,本科,105,61346,7.2,批发零售,小型,华东,1.92,0.24,12.88,8.16,23.69,207.06,3,6.40,保证,原材料采购,878,0,0,1,2,0.18,0,2,0
L003876,50,已婚,高中及以下,86,10114,7.1,房地产,小型,西南,0.94,0.99,0.11,-2.21,-1.87,967.82,12,16.14,保证,经营周转,578,1,0,6,6,0.47,12,2,85
L003877,32,已婚,大专,100,46812,4.4,信息技术,大型,华南,2.55,0.47,9.41,28.99,9.70,1697.96,60,6.36,保证,流动资金,899,0,0,1,3,0.06,3,1,0
L003878,59,离异,高中及以下,161,71970,23.1,交通运输,大型,华中,1.61,0.30,17.20,27.34,23.87,1380.80,12,7.34,保证,原材料采购,781,0,0,1,4,0.09,2,2,0
L003879,27,未婚,本科,15,75468,,,,西北,,,,,,126.25,36,7.44,信用,经营周转,721,0,0,0,1,0.14,0,0,0
L003880,44,已婚,本科,87,6269,,,,华东,,,,,,154.59,36,13.13,保证,经营周转,590,1,1,5,16,0.32,8,2,71
L003881,28,已婚,本科,42,24378,16.7,居民服务,小型,东北,2.36,0.46,21.57,18.76,12.68,1437.97,6,5.45,抵押,技术改造,770,0,0,0,6,0.07,2,2,0
L003882,62,已婚,大专,181,32374,23.2,建筑业,小型,东北,2.89,0.48,22.06,6.51,15.77,1165.62,9,6.01,抵押,流动资金,847,0,0,0,0,0.05,2,1,0
L003883,53,离异,硕士,126,16592,,,,华北,,,,,,286.35,36,6.28,抵押,经营周转,653,1,0,2,2,0.37,6,3,10
L003884,59,未婚,本科,35,53071,,,,华南,,,,,,81.16,18,5.53,抵押,装修,846,0,0,1,6,0.15,3,0,4
L003885,26,离异,本科,109,8162,7.7,信息技术,中型,华南,0.87,0.79,2.09,-18.00,-2.72,113.52,3,11.13,抵押,原材料采购,521,4,2,5,5,0.68,9,6,69
L003886,23,已婚,大专,104,45272,,,,华东,,,,,,51.19,24,3.90,信用,装修,803,0,0,1,1,0.16,0,1,0
L003887,33,丧偶,本科,59,58120,13.5,制造业,中型,西南,2.04,0.29,23.70,11.20,20.46,789.81,3,7.14,抵押,设备购置,854,0,0,1,0,0.07,2,2,0
L003888,57,离异,大专,0,52861,15.6,房地产,小型,华东,1.58,0.33,8.41,13.82,14.71,273.48,24,6.54,保证,原材料采购,871,0,0,0,6,0.06,1,2,0
L003889,33,已婚,高中及以下,89,13025,28.9,房地产,小型,华东,2.97,0.29,12.69,10.51,15.35,1716.27,24,3.92,信用,技术改造,738,0,0,0,4,0.05,0,1,0
L003890,23,离异,大专,63,59587,25.1,信息技术,小型,华东,2.45,0.45,17.52,23.39,12.44,1717.77,6,6.66,抵押,经营周转,708,0,0,1,6,0.11,2,0,1
L003891,39,未婚,大专,85,17744,14.4,制造业,小型,西南,1.03,0.70,0.55,12.27,5.23,779.98,48,8.58,保证,应收账款融资,650,1,0,2,10,0.19,3,2,11
L003892,47,丧偶,大专,125,55435,14.1,电力燃气,中型,华北,2.89,0.37,20.85,16.14,23.91,250.96,9,7.38,抵押,原材料采购,757,0,0,0,6,0.10,3,1,0
L003893,48,未婚,大专,119,30979,6.3,居民服务,中型,东北,2.68,0.54,21.49,23.18,19.11,912.46,18,6.21,信用,技术改造,833,0,0,0,2,0.17,1,1,0
L003894,60,已婚,本科,63,36998,,,,华北,,,,,,74.19,9,6.23,信用,流动资金,741,1,0,0,5,0.10,1,2,0
L003895,60,离异,大专,0,78014,10.1,科学研究,中型,西北,1.82,0.55,14.73,28.03,12.19,214.17,30,5.97,抵押,原材料采购,815,0,0,0,6,0.11,1,2,0
L003896,57,已婚,高中及以下,39,18379,,,,华中,,,,,,271.36,48,8.21,保证,流动资金,703,1,1,1,4,0.35,7,1,25
L003897,40,未婚,大专,59,6004,26.7,居民服务,小型,华南,0.77,0.95,1.15,-2.51,-2.09,481.64,24,15.53,抵押,原材料采购,521,2,2,4,9,0.45,10,2,31
L003898,44,未婚,高中及以下,97,26450,,,,西北,,,,,,104.67,48,10.24,信用,装修,632,0,0,2,7,0.21,5,5,22
L003899,46,离异,本科,24,44657,,,,华东,,,,,,71.23,60,6.77,抵押,经营周转,895,0,0,1,6,0.10,2,2,0
L003900,64,已婚,本科,124,25020,,,,华中,,,,,,99.33,18,4.50,信用,流动资金,849,0,0,0,4,0.14,0,1,0
L003901,64,未婚,高中及以下,45,28057,17.7,金融业,中型,东北,1.47,0.65,3.15,6.19,5.95,956.84,60,6.73,抵押,流动资金,715,2,0,2,10,0.24,7,3,38
L003902,27,离异,高中及以下,111,19829,2.7,居民服务,中型,东北,1.03,0.94,-4.77,-25.27,-8.38,587.88,24,11.48,信用,设备购置,551,4,1,1,15,0.37,15,10,56
L003903,44,已婚,本科,63,43296,20.5,批发零售,小型,华东,1.81,0.28,17.21,14.71,9.96,736.28,60,4.14,抵押,流动资金,873,0,0,0,5,0.10,1,0,0
L003904,51,未婚,大专,66,23042,,,,华南,,,,,,26.49,36,5.35,保证,流动资金,786,0,0,1,2,0.07,1,1,0
L003905,50,未婚,高中及以下,108,23656,12.6,房地产,小型,华南,3.39,0.35,23.62,17.07,16.06,177.59,48,7.36,抵押,流动资金,881,0,0,1,1,0.05,0,2,0
L003906,54,已婚,大专,49,19551,17.0,交通运输,中型,华东,1.08,0.77,4.30,12.41,3.42,561.45,6,11.36,抵押,应收账款融资,610,2,0,3,9,0.26,2,1,11
L003907,55,已婚,大专,69,53572,9.5,信息技术,中型,华东,2.26,0.30,9.32,7.33,16.31,1782.55,60,4.26,保证,流动资金,763,0,0,0,6,0.05,3,1,0
L003908,29,已婚,大专,64,38911,,,,华东,,,,,,111.01,36,4.32,抵押,经营周转,828,0,0,1,4,0.07,1,2,0
L003909,55,未婚,本科,34,42944,8.5,制造业,小型,华东,1.51,0.38,9.99,14.87,10.87,1473.17,30,5.14,信用,应收账款融资,798,0,0,0,6,0.12,2,0,0
L003910,64,未婚,本科,108,78791,6.8,住宿餐饮,小型,华东,1.60,0.32,10.66,17.79,10.71,659.08,60,4.14,保证,技术改造,731,0,0,1,4,0.12,0,2,0
L003911,62,已婚,本科,83,43506,,,,西北,,,,,,97.46,3,5.46,抵押,经营周转,736,0,0,0,4,0.09,0,2,0
L003912,22,未婚,本科,2,49891,3.7,制造业,小型,东北,3.41,0.54,13.75,18.35,8.09,1823.95,60,3.87,信用,技术改造,704,1,0,0,6,0.18,1,1,0
L003913,35,未婚,本科,48,14295,,,,华中,,,,,,237.69,3,22.77,保证,消费,457,3,1,8,10,0.84,12,10,262
L003914,60,已婚,大专,52,23279,,,,华北,,,,,,35.77,60,6.70,信用,装修,606,2,0,0,10,0.26,2,0,1
L003915,41,已婚,高中及以下,7,21472,14.9,制造业,小型,华北,1.52,0.66,2.20,12.24,6.31,181.89,3,10.37,抵押,流动资金,626,2,0,0,12,0.39,6,3,29
L003916,40,未婚,大专,157,62346,,,,华南,,,,,,122.35,3,5.25,保证,流动资金,772,0,0,1,1,0.06,1,1,0
L003917,63,已婚,高中及以下,7,11491,,,,华东,,,,,,263.82,6,8.61,信用,流动资金,631,0,0,1,3,0.30,3,3,0
L003918,55,未婚,高中及以下,22,74128,,,,华南,,,,,,143.60,36,6.10,抵押,经营周转,815,0,0,0,6,0.15,2,2,0
L003919,48,未婚,本科,77,69639,,,,华北,,,,,,103.75,6,4.19,抵押,经营周转,890,0,0,0,2,0.15,2,0,0
L003920,53,未婚,本科,153,22696,,,,西北,,,,,,45.15,12,6.08,保证,经营周转,881,0,0,0,6,0.09,2,2,0
L003921,57,已婚,大专,0,76015,21.5,农林牧渔,中型,华东,1.51,0.34,17.81,22.18,16.19,285.16,36,5.17,抵押,技术改造,782,0,0,1,3,0.15,1,0,0
L003922,60,已婚,硕士,66,23336,14.7,制造业,小型,华东,3.37,0.47,17.30,12.66,24.22,318.10,36,6.45,抵押,技术改造,753,0,0,0,1,0.05,3,1,0
L003923,46,已婚,高中及以下,1,62618,,,,华中,,,,,,80.12,9,4.03,抵押,消费,832,0,0,1,6,0.13,2,0,0
L003924,52,未婚,高中及以下,0,4629,16.1,制造业,小型,华北,0.89,0.80,-2.07,-22.89,-6.24,867.94,18,13.55,信用,应收账款融资,531,5,1,2,17,0.39,9,3,40
L003925,65,未婚,本科,95,79087,7.4,制造业,小型,华东,1.99,0.46,21.09,7.23,9.32,512.15,18,3.97,信用,流动资金,854,0,0,0,3,0.17,3,0,0
L003926,26,未婚,本科,127,9589,24.1,教育,中型,华北,0.80,0.77,1.31,-2.77,-2.95,493.36,30,10.01,抵押,技术改造,613,5,2,2,7,0.44,4,3,48
L003927,46,已婚,本科,63,22024,11.4,制造业,小型,华北,2.78,0.54,19.76,13.40,18.93,1301.90,6,4.54,信用,技术改造,860,0,0,0,6,0.11,0,1,0
L003928,48,已婚,高中及以下,174,63449,29.0,交通运输,中型,西北,2.29,0.24,11.89,16.38,11.06,482.75,12,5.75,信用,流动资金,785,0,0,1,3,0.15,0,2,0
L003929,38,未婚,高中及以下,73,6966,,,,西南,,,,,,17.73,18,14.11,抵押,装修,602,6,0,2,8,0.64,8,10,40
L003930,60,离异,高中及以下,54,57138,,,,东北,,,,,,60.86,12,5.78,保证,经营周转,874,0,0,0,4,0.11,3,0,0
L003931,51,已婚,大专,0,12019,5.0,制造业,小型,华南,2.30,0.40,16.71,7.36,19.93,141.72,12,6.29,信用,应收账款融资,751,0,0,1,3,0.15,0,1,0
L003932,36,已婚,本科,60,14314,12.2,制造业,小型,华东,0.90,0.96,-12.82,-23.82,-4.43,168.04,18,17.14,抵押,技术改造,602,1,1,3,18,0.45,10,7,82
L003933,43,已婚,大专,80,4959,28.4,居民服务,小型,华中,0.67,0.88,-1.19,-9.75,2.50,673.49,60,11.74,抵押,经营周转,539,5,0,1,16,0.64,9,7,32
L003934,29,离异,高中及以下,61,19159,21.1,制造业,大型,西北,1.17,0.77,7.57,12.91,2.97,985.15,3,9.19,保证,流动资金,665,2,0,1,5,0.34,4,3,28
L003935,46,已婚,本科,41,8619,,,,华北,,,,,,154.44,3,7.08,保证,装修,688,0,0,0,12,0.32,7,0,21
L003936,46,已婚,大专,8,20254,,,,华北,,,,,,154.23,36,7.06,信用,流动资金,869,0,0,1,6,0.15,1,2,0
L003937,45,已婚,大专,97,22794,,,,华东,,,,,,55.46,18,5.98,保证,消费,876,0,0,0,3,0.19,3,1,0
L003938,37,未婚,高中及以下,43,15279,8.5,制造业,小型,西南,2.41,0.31,22.61,13.77,23.39,1388.86,12,7.50,保证,应收账款融资,714,0,0,1,5,0.11,0,2,0
L003939,25,未婚,本科,0,40265,8.8,租赁商服,小型,西北,1.71,0.35,18.06,8.41,9.02,809.95,9,4.92,保证,设备购置,757,0,0,0,1,0.07,1,2,0
L003940,33,未婚,大专,77,9649,,,,华南,,,,,,274.13,6,10.25,信用,经营周转,533,1,2,4,17,0.35,12,8,47
L003941,64,未婚,本科,85,48615,,,,华南,,,,,,55.61,12,3.61,保证,消费,864,0,0,1,2,0.11,3,0,0
L003942,32,离异,本科,88,24853,29.0,制造业,小型,西南,1.20,0.49,6.24,-9.20,7.41,919.92,24,8.88,抵押,经营周转,699,1,0,3,12,0.27,7,1,30
L003943,48,已婚,大专,20,21148,,,,东北,,,,,,190.18,36,10.01,信用,经营周转,657,2,0,0,12,0.21,5,0,18
L003944,56,已婚,大专,84,70681,,,,西南,,,,,,176.30,9,5.98,信用,装修,871,0,0,1,4,0.08,3,1,0
L003945,48,已婚,本科,75,33979,17.7,科学研究,小型,华南,3.01,0.51,23.68,9.51,16.99,495.72,9,6.38,保证,流动资金,860,0,0,1,3,0.10,2,0,0
L003946,64,已婚,大专,0,18761,,,,华东,,,,,,51.40,12,9.06,保证,装修,684,2,0,0,11,0.39,2,5,8
L003947,63,离异,高中及以下,104,25769,,,,西北,,,,,,137.10,24,8.88,信用,经营周转,631,2,0,0,2,0.35,3,3,50
L003948,61,已婚,高中及以下,79,74342,,,,华北,,,,,,44.08,18,7.12,抵押,消费,765,0,0,1,0,0.06,3,2,2
L003949,60,离异,大专,104,6212,12.7,租赁商服,中型,华中,0.90,0.69,-0.33,-21.65,-6.49,382.66,30,16.26,抵押,技术改造,523,1,0,6,16,0.68,4,11,69
L003950,43,离异,高中及以下,37,11800,,,,华东,,,,,,153.11,12,14.66,信用,消费,514,10,1,5,14,0.92,29,20,129
L003951,48,未婚,高中及以下,14,12462,19.4,住宿餐饮,小型,华东,0.32,0.91,-8.76,-31.53,-13.31,415.33,30,20.10,信用,经营周转,447,11,2,6,16,0.75,9,22,139
L003952,48,丧偶,大专,48,42616,,,,华南,,,,,,192.50,9,6.13,保证,消费,832,0,0,1,5,0.14,2,1,0
L003953,41,离异,高中及以下,86,79762,25.0,信息技术,小型,华南,2.38,0.26,21.40,18.98,20.62,1415.65,48,6.40,信用,应收账款融资,794,0,0,0,6,0.12,1,2,0
L003954,27,离异,本科,138,10774,,,,华中,,,,,,180.62,24,4.45,信用,装修,747,0,0,0,5,0.18,1,2,0
L003955,26,离异,大专,63,22357,18.7,批发零售,小型,华北,1.30,0.77,6.07,-6.95,8.46,371.53,30,9.33,保证,设备购置,719,2,0,1,3,0.38,2,4,16
L003956,27,已婚,本科,12,25091,,,,西南,,,,,,61.25,12,11.09,保证,经营周转,653,2,0,1,3,0.20,6,4,23
L003957,53,已婚,大专,98,26964,27.5,居民服务,小型,华北,1.11,0.67,5.27,10.65,6.30,955.45,36,8.26,抵押,流动资金,690,0,1,0,10,0.40,4,1,22
L003958,61,离异,高中及以下,101,77365,,,,华南,,,,,,21.27,3,6.05,保证,经营周转,780,0,0,1,5,0.07,0,0,0
L003959,25,未婚,本科,31,16073,27.3,农林牧渔,中型,华东,2.97,0.29,18.39,15.27,23.16,1787.98,30,6.26,保证,原材料采购,705,0,0,1,0,0.12,3,2,0
L003960,45,未婚,本科,97,35184,,,,华东,,,,,,78.96,9,5.24,信用,经营周转,734,0,0,1,5,0.13,1,2,0
L003961,22,已婚,大专,58,8482,,,,华北,,,,,,208.14,6,13.31,信用,经营周转,600,6,0,4,8,0.67,4,11,83
L003962,57,未婚,大专,24,25730,8.5,居民服务,小型,华中,2.05,0.31,9.50,26.65,9.58,1631.85,12,4.21,保证,经营周转,740,0,0,1,5,0.15,2,0,0
L003963,44,已婚,高中及以下,2,27245,7.6,居民服务,小型,西北,3.04,0.32,12.44,5.47,15.09,1232.93,48,6.64,保证,应收账款融资,850,0,0,0,2,0.13,2,1,0
L003964,23,离异,大专,31,3890,24.7,批发零售,小型,华东,0.70,0.76,3.53,-0.65,-4.60,403.97,12,14.93,信用,流动资金,585,3,1,4,17,0.49,8,4,37
L003965,29,未婚,大专,94,47121,,,,西北,,,,,,158.14,12,6.07,信用,经营周转,758,0,0,0,5,0.05,3,2,0
L003966,31,已婚,高中及以下,101,12765,23.4,信息技术,大型,西北,0.70,0.66,-5.48,-11.11,4.49,689.42,30,15.14,信用,原材料采购,617,2,0,3,13,0.58,15,2,73
L003967,23,未婚,高中及以下,76,15890,20.0,制造业,中型,东北,0.59,0.73,-12.50,-5.49,-5.23,76.85,12,11.31,信用,流动资金,609,3,2,6,16,0.47,5,8,80
L003968,38,已婚,本科,5,23316,,,,西北,,,,,,257.85,18,11.10,抵押,流动资金,600,1,0,3,10,0.22,7,0,8
L003969,36,已婚,本科,19,45645,,,,华南,,,,,,121.36,6,4.47,抵押,流动资金,776,0,0,0,0,0.19,1,1,0
L003970,42,已婚,本科,69,19941,24.6,交通运输,中型,华南,0.55,0.91,-2.58,-17.30,-8.77,914.06,6,17.95,抵押,流动资金,510,2,2,5,15,0.53,8,6,6
L003971,32,未婚,高中及以下,79,11122,,,,华北,,,,,,76.57,60,14.18,信用,经营周转,527,6,0,4,15,0.45,12,8,89
L003972,40,离异,大专,41,11132,,,,西南,,,,,,264.05,48,8.94,抵押,经营周转,629,1,1,0,12,0.21,5,3,13
L003973,47,已婚,高中及以下,78,15912,,,,华中,,,,,,30.91,48,7.24,抵押,流动资金,721,0,0,1,5,0.06,2,1,0
L003974,56,未婚,高中及以下,0,58673,13.5,制造业,小型,西南,2.73,0.43,12.64,27.22,13.01,744.34,36,5.47,保证,设备购置,726,0,0,1,1,0.08,3,1,0
L003975,46,未婚,大专,96,28906,1.1,居民服务,小型,东北,1.79,0.28,18.51,8.54,15.18,1060.89,6,4.08,抵押,流动资金,734,0,0,1,2,0.08,3,1,0
L003976,46,已婚,本科,107,45988,,,,华东,,,,,,115.72,24,5.45,保证,流动资金,875,0,0,0,2,0.10,1,2,0
L003977,43,未婚,大专,80,17627,3.9,采矿业,小型,华东,0.69,0.86,-2.41,-23.10,-3.57,916.76,36,14.09,信用,原材料采购,595,2,0,1,11,0.62,13,10,38
L003978,58,已婚,本科,0,65140,,,,华北,,,,,,181.99,24,6.41,抵押,流动资金,800,0,0,1,0,0.19,1,2,0
L003979,58,未婚,大专,119,56049,,,,华南,,,,,,10.52,36,4.87,信用,装修,754,0,0,0,1,0.15,2,2,0
L003980,23,未婚,大专,143,76030,25.8,批发零售,小型,华南,2.78,0.37,14.21,9.33,8.71,987.06,6,6.45,信用,应收账款融资,793,0,0,0,5,0.16,1,2,0
L003981,61,已婚,高中及以下,21,53780,,,,华南,,,,,,35.84,3,5.13,信用,经营周转,781,0,0,0,1,0.07,1,2,0
L003982,33,未婚,高中及以下,129,75732,19.4,金融业,小型,西南,3.05,0.44,9.89,25.71,14.85,1749.24,9,6.12,保证,经营周转,882,0,0,0,2,0.14,2,0,0
L003983,29,未婚,大专,0,70195,,,,华东,,,,,,38.74,30,4.74,抵押,消费,711,0,0,1,4,0.18,1,1,0
L003984,54,未婚,高中及以下,63,3049,17.4,住宿餐饮,小型,西南,0.66,0.90,-5.60,-62.00,-28.09,214.96,48,14.36,保证,设备购置,352,9,1,8,20,0.74,26,21,143
L003985,23,已婚,高中及以下,133,43497,,,,华北,,,,,,176.90,6,5.86,信用,装修,775,0,0,1,6,0.16,3,0,0
L003986,34,离异,高中及以下,73,14626,,,,华南,,,,,,163.27,12,10.24,抵押,装修,637,2,1,1,11,0.39,3,1,25
L003987,49,已婚,大专,118,64001,,,,华东,,,,,,77.15,48,6.43,信用,经营周转,752,0,0,1,1,0.12,0,2,0
L003988,32,丧偶,大专,89,8581,,,,华东,,,,,,91.36,6,4.26,抵押,装修,728,0,0,1,5,0.11,1,0,0
L003989,52,已婚,大专,69,42728,27.6,交通运输,小型,华南,2.36,0.36,24.68,8.31,16.94,1110.64,30,5.92,信用,技术改造,740,0,0,0,6,0.07,0,2,0
L003990,40,已婚,高中及以下,65,10339,,,,华南,,,,,,270.20,9,7.92,抵押,流动资金,654,1,0,1,12,0.30,3,3,16
L003991,41,未婚,高中及以下,80,28469,5.2,制造业,小型,西北,1.33,0.64,1.42,-2.52,7.58,475.84,3,10.10,抵押,应收账款融资,682,0,0,2,10,0.20,3,5,0
L003992,23,未婚,本科,9,75558,11.2,居民服务,小型,华南,2.67,0.23,17.21,17.01,19.63,821.76,6,4.00,信用,技术改造,899,0,0,0,3,0.12,0,1,0
L003993,22,已婚,大专,17,19907,,,,东北,,,,,,105.12,3,9.13,保证,装修,675,0,0,3,3,0.31,1,3,0
L003994,65,已婚,高中及以下,0,7190,,,,西南,,,,,,92.35,12,9.02,保证,经营周转,603,2,1,0,6,0.40,5,5,6
L003995,65,未婚,大专,12,34049,2.7,房地产,中型,华南,2.41,0.55,14.23,28.47,13.36,106.55,12,3.68,保证,设备购置,789,0,0,1,1,0.19,3,0,0
L003996,34,未婚,高中及以下,132,37115,10.7,建筑业,小型,华东,2.92,0.35,15.60,27.23,15.06,952.94,6,5.94,抵押,设备购置,798,0,0,0,2,0.08,1,1,0
L003997,59,未婚,大专,31,13877,,,,东北,,,,,,242.44,18,15.78,抵押,消费,591,4,1,4,18,0.43,5,9,74
L003998,45,未婚,硕士,33,5780,,,,华东,,,,,,165.43,3,15.49,抵押,经营周转,601,3,1,5,13,0.48,8,11,85
L003999,57,已婚,本科,0,33101,10.0,房地产,小型,华中,2.80,0.53,24.39,10.85,18.27,117.91,12,5.17,保证,设备购置,753,0,0,0,5,0.13,3,2,0
L004000,47,未婚,大专,99,37392,20.4,信息技术,中型,华北,3.33,0.43,21.22,24.18,21.98,870.58,36,7.19,保证,技术改造,778,0,0,0,3,0.15,1,1,2
L004001,34,已婚,硕士,70,24671,,,,华北,,,,,,261.11,18,10.48,信用,装修,613,2,0,0,3,0.32,4,3,8
L004002,47,离异,本科,99,29735,,,,华东,,,,,,32.84,30,6.77,抵押,流动资金,760,0,0,0,5,0.16,1,2,0
L004003,35,未婚,大专,21,68424,,,,华东,,,,,,176.70,48,7.47,信用,经营周转,781,0,0,0,4,0.16,1,2,0
L004004,32,未婚,高中及以下,84,25874,19.1,制造业,小型,华北,1.25,0.61,4.40,-3.29,4.15,498.61,48,8.81,信用,流动资金,641,0,1,0,9,0.31,2,2,14
L004005,60,未婚,高中及以下,0,10493,26.7,居民服务,小型,华北,1.46,0.60,10.98,0.30,4.29,839.84,24,10.86,保证,技术改造,622,2,1,2,3,0.24,6,4,29
L004006,43,未婚,高中及以下,26,36115,11.0,建筑业,小型,西北,3.14,0.40,18.59,8.28,18.51,1227.67,24,5.85,保证,经营周转,765,0,0,0,4,0.12,2,1,0
L004007,43,已婚,高中及以下,111,62305,,,,华中,,,,,,91.22,12,5.54,抵押,消费,701,0,0,0,3,0.11,2,0,0
L004008,49,已婚,高中及以下,69,41641,,,,华南,,,,,,61.59,36,3.84,信用,经营周转,810,0,0,0,6,0.18,1,0,0
L004009,32,已婚,博士,6,72612,,,,华中,,,,,,117.27,36,4.44,信用,经营周转,772,0,0,1,0,0.18,2,1,0
L004010,31,离异,高中及以下,71,65508,1.8,交通运输,小型,华南,1.95,0.23,12.65,23.86,10.42,1188.01,18,4.92,抵押,经营周转,871,0,0,1,6,0.14,2,2,0
L004011,56,丧偶,高中及以下,17,16942,8.1,制造业,小型,华东,0.59,0.69,0.36,-26.68,2.30,912.95,36,10.44,保证,流动资金,523,4,2,4,18,0.37,5,7,36
L004012,36,已婚,本科,61,13937,17.0,制造业,小型,华南,0.74,1.39,-1.53,-61.31,-18.04,384.66,24,19.32,抵押,应收账款融资,400,8,2,9,24,1.19,10,7,141
L004013,27,已婚,本科,110,37834,26.0,信息技术,中型,华中,3.07,0.45,10.73,12.26,15.04,1527.91,36,4.06,抵押,流动资金,760,0,0,1,1,0.13,3,2,0
L004014,51,已婚,高中及以下,99,40915,10.3,电力燃气,小型,华北,3.19,0.43,13.80,5.32,16.71,1028.23,30,6.10,抵押,技术改造,727,0,0,1,2,0.11,2,2,0
L004015,31,未婚,本科,106,79403,,,,华北,,,,,,73.20,18,3.58,抵押,装修,796,0,0,0,2,0.06,2,1,0
L004016,26,已婚,大专,160,4857,24.3,住宿餐饮,小型,西北,0.92,0.99,-11.50,-24.46,-1.69,958.71,9,12.83,保证,技术改造,550,1,0,3,13,0.54,9,7,50
L004017,41,已婚,大专,151,25677,27.9,信息技术,小型,东北,1.40,0.66,5.48,2.12,6.20,827.64,36,8.37,信用,流动资金,674,1,0,0,2,0.29,1,5,16
L004018,52,已婚,本科,0,45356,23.8,制造业,小型,华东,3.19,0.38,11.97,13.41,16.33,671.73,30,3.84,保证,流动资金,804,0,0,1,3,0.11,0,1,0
L004019,56,未婚,高中及以下,93,72112,,,,华东,,,,,,50.63,36,4.31,抵押,流动资金,776,0,0,1,2,0.13,2,0,0
L004020,52,未婚,大专,48,74772,21.2,制造业,小型,华南,2.41,0.26,9.73,10.05,22.56,851.03,6,4.79,抵押,设备购置,787,0,0,1,1,0.11,1,1,0
L004021,58,已婚,高中及以下,9,8404,,,,华北,,,,,,31.91,18,4.12,信用,消费,851,0,0,0,0,0.09,1,2,0
L004022,47,离异,硕士,67,49116,,,,华南,,,,,,50.83,36,4.87,保证,装修,850,1,0,0,4,0.19,3,1,0
